rooms,area,price,price_per_meter,check_in,complex,metro,adress,building,floor,metro_public_transport_time,district,district_population,district_avg_salary,description,developer
1.0,7.0,26862463.0,644184.0,IV квартал 2027,Mariinn Park,Марьина Роща,"г. Москва, ул. Октябрьская 103",MariInn Park,8 из 17,,,,,"Камерный проект премиум-класса от Группы «Эталон» создан для тех, кто ценит свое время и комфорт, а его расположение станет дополнительным приятным преимуществом.
От бессонных транспортных артерий города он надежно защищен соседними кварталами, при этом имеет прямой выезд на ТТК и находится в 5 пеших минутах от станции метро «Марьина Роща». Здесь вы найдете долгожданное уединение и вместе с тем легко сможете войти в динамичный ритм городской жизни. Центр и все знаковые маршруты находятся рядом, а исторический район города предлагает богатую инфраструктуру.",etalon
2.0,6.0,11000357.0,190979.0,Сдан,Десятка,Котельники,"Московская область, г. Раменское, микрорайон №10",Корпус 7,9 из 16,,,,,"Жилой комплекс в тихом районе подмосковного Раменского был создан для людей, ценящих комфорт и спокойствие.
Поклонники собственных домов оценят зоны таунхаусов с земельными участками, а для любителей квартир здесь предусмотрены уютные многоквартирные дома.
Жилой комплекс Десятка - концепция компактного экологического города. Город без заполонивших его парковок и гаражей. Настоящий город для людей должен быть живым, безопасным, привлекательным, устойчиво развивающимся. Жилой комплекс Десятка возвращает настоящий дружелюбный город его жителям и делает его максимально доступным.",etalon
,29.0,6161483.0,212465.0,Сдан,Десятка,Котельники,"Московская область, г. Раменское, микрорайон №10",Корпус 7,12 из 16,,,,,"Жилой комплекс в тихом районе подмосковного Раменского был создан для людей, ценящих комфорт и спокойствие.
Поклонники собственных домов оценят зоны таунхаусов с земельными участками, а для любителей квартир здесь предусмотрены уютные многоквартирные дома.
Жилой комплекс Десятка - концепция компактного экологического города. Город без заполонивших его парковок и гаражей. Настоящий город для людей должен быть живым, безопасным, привлекательным, устойчиво развивающимся. Жилой комплекс Десятка возвращает настоящий дружелюбный город его жителям и делает его максимально доступным.",etalon
1.0,1.0,25481211.0,605255.0,II квартал 2028,Sokolinn Park,Бульвар Рокоссовского,"г. Москва, ВАО, Богородское, 3-я Гражданская ул., влд.1",Корпус 2,4 из 22,,,,,"Sokolinn Park — это проект, где природа и комфорт идеально сочетаются. Он расположен в живописном Богородском районе на востоке Москвы, всего в 15 минутах от станции метро «Преображенская площадь». Близость национального парка «Лосиный остров» и знаменитого парка «Сокольники» делает Sokolinn Park привлекательным для тех, кто ценит естественную красоту окружающего мира и активный образ жизни.
Развитая инфраструктура в шаговой доступности обеспечивает удобство и комфорт для жителей комплекса.",etalon
1.0,45.0,26396195.0,586583.0,IV квартал 2025,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","2 очередь, 1 этап, корпус 7",5 из 17,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
1.0,9.0,25142824.0,614739.0,II квартал 2028,Sokolinn Park,Бульвар Рокоссовского,"г. Москва, ВАО, Богородское, 3-я Гражданская ул., влд.1",Корпус 2,14 из 22,,,,,"Sokolinn Park — это проект, где природа и комфорт идеально сочетаются. Он расположен в живописном Богородском районе на востоке Москвы, всего в 15 минутах от станции метро «Преображенская площадь». Близость национального парка «Лосиный остров» и знаменитого парка «Сокольники» делает Sokolinn Park привлекательным для тех, кто ценит естественную красоту окружающего мира и активный образ жизни.
Развитая инфраструктура в шаговой доступности обеспечивает удобство и комфорт для жителей комплекса.",etalon
1.0,39.0,25099888.0,643587.0,IV квартал 2026,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","3 очередь, 5 этап, корпус 4",9 из 19,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
1.0,6.0,26350809.0,649035.0,IV квартал 2026,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","3 очередь, 5 этап, корпус 9",9 из 19,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
1.0,9.0,19901717.0,539342.0,II квартал 2028,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","3 очередь, 3 этап, корпус 5",2 из 5,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
1.0,29.0,19429716.0,669991.0,II квартал 2028,Sokolinn Park,Бульвар Рокоссовского,"г. Москва, ВАО, Богородское, 3-я Гражданская ул., влд.1",Корпус 1,5 из 13,,,,,"Sokolinn Park — это проект, где природа и комфорт идеально сочетаются. Он расположен в живописном Богородском районе на востоке Москвы, всего в 15 минутах от станции метро «Преображенская площадь». Близость национального парка «Лосиный остров» и знаменитого парка «Сокольники» делает Sokolinn Park привлекательным для тех, кто ценит естественную красоту окружающего мира и активный образ жизни.
Развитая инфраструктура в шаговой доступности обеспечивает удобство и комфорт для жителей комплекса.",etalon
,26.0,21336430.0,820632.0,IV квартал 2025,Voxhall,Павелецкая,"ул. Летниковская, вл. 4, вл. 6",Корпус 1,7 из 25,,,,,"Voxhall — новый жилой комплекс бизнес-класса, расположенный рядом с метро «Павелецкая».
Здесь историческая Москва встречается с современностью. Галереи, театры и старинные церкви Замоскворечья соседствуют с новейшими бизнес-кварталами, а до знаковых культурных и деловых центров столицы легко добраться благодаря расположенному в 5-ти минутах Садовому кольцу.
Изысканная классика кирпичных фасадов жилого комплекса Voxhall, планировки от студий до пентхаусов, завораживающие виды на набережную Москвы-реки и исторический центр столицы из квартир с собственными приватными террасами (и даже 2-мя!) удовлетворят вкусы самых взыскательных жителей комплекса.",etalon
1.0,3.0,25810534.0,557463.0,II квартал 2027,Nagatino i-Land,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23, стр. 438","уч.1.7, корпус 1",11 из 35,,,,,"Nagatino i-Land — это принципиально новый взгляд на то, какой уже совсем скоро станет жизнь современного жителя мегаполиса.
Жилой комплекс бизнес-класса от Группы «Эталон» расположен между двух набережных и окружён водой с обеих сторон.
Идеальное сочетание транспортной доступности, видов на воду и благоустроенных парков рядом с домом стирает границы между комфортом жизни вблизи центра Москвы и удовольствием от отдыха на свежем воздухе. Обладая уникальным расположением и выделяясь изяществом современных архитектурных решений, Nagatino i-Land станет новой вехой в истории московского строительства и подарит каждому жителю множество новых возможностей.",etalon
1.0,4.0,25063332.0,652691.0,IV квартал 2026,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","3 очередь, 5 этап, корпус 7",16 из 19,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
1.0,29.0,15581205.0,537283.0,II квартал 2028,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","3 очередь, 3 этап, корпус 9",2 из 15,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
1.0,8.0,21284488.0,563082.0,II квартал 2028,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","3 очередь, 3 этап, корпус 11",4 из 5,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
1.0,8.0,22920923.0,590746.0,II квартал 2027,Nagatino i-Land,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23, стр. 438","уч.1.7, корпус 1",5 из 35,,,,,"Nagatino i-Land — это принципиально новый взгляд на то, какой уже совсем скоро станет жизнь современного жителя мегаполиса.
Жилой комплекс бизнес-класса от Группы «Эталон» расположен между двух набережных и окружён водой с обеих сторон.
Идеальное сочетание транспортной доступности, видов на воду и благоустроенных парков рядом с домом стирает границы между комфортом жизни вблизи центра Москвы и удовольствием от отдыха на свежем воздухе. Обладая уникальным расположением и выделяясь изяществом современных архитектурных решений, Nagatino i-Land станет новой вехой в истории московского строительства и подарит каждому жителю множество новых возможностей.",etalon
1.0,1.0,18646910.0,531251.0,II квартал 2028,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","3 очередь, 3 этап, корпус 6",2 из 13,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
,6.0,17243757.0,624774.0,-12%,Nagatino i-Land,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23, стр. 438","уч.1.7, корпус 1",21 из 35,,,,,"Nagatino i-Land — это принципиально новый взгляд на то, какой уже совсем скоро станет жизнь современного жителя мегаполиса.
Жилой комплекс бизнес-класса от Группы «Эталон» расположен между двух набережных и окружён водой с обеих сторон.
Идеальное сочетание транспортной доступности, видов на воду и благоустроенных парков рядом с домом стирает границы между комфортом жизни вблизи центра Москвы и удовольствием от отдыха на свежем воздухе. Обладая уникальным расположением и выделяясь изяществом современных архитектурных решений, Nagatino i-Land станет новой вехой в истории московского строительства и подарит каждому жителю множество новых возможностей.",etalon
1.0,8.0,25851273.0,529740.0,II квартал 2027,Nagatino i-Land,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23, стр. 438","уч.1.7, корпус 3",17 из 35,,,,,"Nagatino i-Land — это принципиально новый взгляд на то, какой уже совсем скоро станет жизнь современного жителя мегаполиса.
Жилой комплекс бизнес-класса от Группы «Эталон» расположен между двух набережных и окружён водой с обеих сторон.
Идеальное сочетание транспортной доступности, видов на воду и благоустроенных парков рядом с домом стирает границы между комфортом жизни вблизи центра Москвы и удовольствием от отдыха на свежем воздухе. Обладая уникальным расположением и выделяясь изяществом современных архитектурных решений, Nagatino i-Land станет новой вехой в истории московского строительства и подарит каждому жителю множество новых возможностей.",etalon
1.0,8.0,26084152.0,624023.0,II квартал 2028,Sokolinn Park,Бульвар Рокоссовского,"г. Москва, ВАО, Богородское, 3-я Гражданская ул., влд.1",Корпус 2,9 из 22,,,,,"Sokolinn Park — это проект, где природа и комфорт идеально сочетаются. Он расположен в живописном Богородском районе на востоке Москвы, всего в 15 минутах от станции метро «Преображенская площадь». Близость национального парка «Лосиный остров» и знаменитого парка «Сокольники» делает Sokolinn Park привлекательным для тех, кто ценит естественную красоту окружающего мира и активный образ жизни.
Развитая инфраструктура в шаговой доступности обеспечивает удобство и комфорт для жителей комплекса.",etalon
,4.0,19028994.0,779877.0,II квартал 2027,Nagatino i-Land,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23, стр. 438","уч.1.7, корпус 1",21 из 35,,,,,"Nagatino i-Land — это принципиально новый взгляд на то, какой уже совсем скоро станет жизнь современного жителя мегаполиса.
Жилой комплекс бизнес-класса от Группы «Эталон» расположен между двух набережных и окружён водой с обеих сторон.
Идеальное сочетание транспортной доступности, видов на воду и благоустроенных парков рядом с домом стирает границы между комфортом жизни вблизи центра Москвы и удовольствием от отдыха на свежем воздухе. Обладая уникальным расположением и выделяясь изяществом современных архитектурных решений, Nagatino i-Land станет новой вехой в истории московского строительства и подарит каждому жителю множество новых возможностей.",etalon
1.0,5.0,26628656.0,657498.0,IV квартал 2026,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","3 очередь, 5 этап, корпус 9",9 из 19,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
1.0,7.0,23042153.0,552570.0,II квартал 2028,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","3 очередь, 3 этап, корпус 5",3 из 5,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
1.0,7.0,19041887.0,565042.0,II квартал 2028,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","3 очередь, 2 этап, корпус 1",4 из 9,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
1.0,9.0,20904554.0,551572.0,II квартал 2028,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","3 очередь, 3 этап, корпус 10",2 из 5,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
2.0,6.0,11503441.0,199713.0,Сдан,Десятка,Котельники,"Московская область, г. Раменское, микрорайон №10",Корпус 7,16 из 16,,,,,"Жилой комплекс в тихом районе подмосковного Раменского был создан для людей, ценящих комфорт и спокойствие.
Поклонники собственных домов оценят зоны таунхаусов с земельными участками, а для любителей квартир здесь предусмотрены уютные многоквартирные дома.
Жилой комплекс Десятка - концепция компактного экологического города. Город без заполонивших его парковок и гаражей. Настоящий город для людей должен быть живым, безопасным, привлекательным, устойчиво развивающимся. Жилой комплекс Десятка возвращает настоящий дружелюбный город его жителям и делает его максимально доступным.",etalon
1.0,9.0,21146894.0,557966.0,II квартал 2028,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","3 очередь, 2 этап, корпус 2",3 из 5,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
1.0,9.0,23098929.0,482233.0,-12%,Nagatino i-Land,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23, стр. 438","уч.1.7, корпус 1",20 из 35,,,,,"Nagatino i-Land — это принципиально новый взгляд на то, какой уже совсем скоро станет жизнь современного жителя мегаполиса.
Жилой комплекс бизнес-класса от Группы «Эталон» расположен между двух набережных и окружён водой с обеих сторон.
Идеальное сочетание транспортной доступности, видов на воду и благоустроенных парков рядом с домом стирает границы между комфортом жизни вблизи центра Москвы и удовольствием от отдыха на свежем воздухе. Обладая уникальным расположением и выделяясь изяществом современных архитектурных решений, Nagatino i-Land станет новой вехой в истории московского строительства и подарит каждому жителю множество новых возможностей.",etalon
,7.0,5995100.0,208889.0,Сдан,Десятка,Котельники,"Московская область, г. Раменское, микрорайон №10",Корпус 7,12 из 16,,,,,"Жилой комплекс в тихом районе подмосковного Раменского был создан для людей, ценящих комфорт и спокойствие.
Поклонники собственных домов оценят зоны таунхаусов с земельными участками, а для любителей квартир здесь предусмотрены уютные многоквартирные дома.
Жилой комплекс Десятка - концепция компактного экологического города. Город без заполонивших его парковок и гаражей. Настоящий город для людей должен быть живым, безопасным, привлекательным, устойчиво развивающимся. Жилой комплекс Десятка возвращает настоящий дружелюбный город его жителям и делает его максимально доступным.",etalon
1.0,4.0,23192391.0,546991.0,II квартал 2028,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","3 очередь, 2 этап, корпус 3",2 из 5,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
1.0,8.0,23218128.0,630928.0,IV квартал 2026,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","3 очередь, 5 этап, корпус 6",6 из 19,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
1.0,4.0,26735847.0,491468.0,II квартал 2027,Nagatino i-Land,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23, стр. 438","уч.1.7, корпус 3",11 из 35,,,,,"Nagatino i-Land — это принципиально новый взгляд на то, какой уже совсем скоро станет жизнь современного жителя мегаполиса.
Жилой комплекс бизнес-класса от Группы «Эталон» расположен между двух набережных и окружён водой с обеих сторон.
Идеальное сочетание транспортной доступности, видов на воду и благоустроенных парков рядом с домом стирает границы между комфортом жизни вблизи центра Москвы и удовольствием от отдыха на свежем воздухе. Обладая уникальным расположением и выделяясь изяществом современных архитектурных решений, Nagatino i-Land станет новой вехой в истории московского строительства и подарит каждому жителю множество новых возможностей.",etalon
1.0,7.0,23736907.0,450416.0,-20%,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","3 очередь, 1 этап, корпус 1",2 из 12,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
1.0,1.0,19485733.0,539771.0,II квартал 2028,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","3 очередь, 2 этап, корпус 2",2 из 5,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
2.0,2.0,8656051.0,195839.0,Сдан,Десятка,Котельники,"Московская область, г. Раменское, микрорайон №10",Корпус 7,12 из 16,,,,,"Жилой комплекс в тихом районе подмосковного Раменского был создан для людей, ценящих комфорт и спокойствие.
Поклонники собственных домов оценят зоны таунхаусов с земельными участками, а для любителей квартир здесь предусмотрены уютные многоквартирные дома.
Жилой комплекс Десятка - концепция компактного экологического города. Город без заполонивших его парковок и гаражей. Настоящий город для людей должен быть живым, безопасным, привлекательным, устойчиво развивающимся. Жилой комплекс Десятка возвращает настоящий дружелюбный город его жителям и делает его максимально доступным.",etalon
1.0,5.0,22335237.0,551488.0,II квартал 2028,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","3 очередь, 3 этап, корпус 11",2 из 5,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
1.0,29.0,19284186.0,664972.0,II квартал 2028,Sokolinn Park,Бульвар Рокоссовского,"г. Москва, ВАО, Богородское, 3-я Гражданская ул., влд.1",Корпус 1,3 из 13,,,,,"Sokolinn Park — это проект, где природа и комфорт идеально сочетаются. Он расположен в живописном Богородском районе на востоке Москвы, всего в 15 минутах от станции метро «Преображенская площадь». Близость национального парка «Лосиный остров» и знаменитого парка «Сокольники» делает Sokolinn Park привлекательным для тех, кто ценит естественную красоту окружающего мира и активный образ жизни.
Развитая инфраструктура в шаговой доступности обеспечивает удобство и комфорт для жителей комплекса.",etalon
,8.0,19350987.0,780282.0,IV квартал 2026,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","3 очередь, 5 этап, корпус 7",14 из 19,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
1.0,1.0,27157270.0,660761.0,IV квартал 2025,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","2 очередь, 1 этап, корпус 7",17 из 17,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
1.0,7.0,20069272.0,546847.0,II квартал 2028,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","3 очередь, 2 этап, корпус 2",2 из 5,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
2.0,7.0,8685355.0,203405.0,Сдан,Десятка,Котельники,"Московская область, г. Раменское, микрорайон №10",Корпус 7,12 из 16,,,,,"Жилой комплекс в тихом районе подмосковного Раменского был создан для людей, ценящих комфорт и спокойствие.
Поклонники собственных домов оценят зоны таунхаусов с земельными участками, а для любителей квартир здесь предусмотрены уютные многоквартирные дома.
Жилой комплекс Десятка - концепция компактного экологического города. Город без заполонивших его парковок и гаражей. Настоящий город для людей должен быть живым, безопасным, привлекательным, устойчиво развивающимся. Жилой комплекс Десятка возвращает настоящий дружелюбный город его жителям и делает его максимально доступным.",etalon
1.0,2.0,19320162.0,548869.0,II квартал 2028,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","3 очередь, 2 этап, корпус 1",6 из 9,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
1.0,5.0,26193234.0,646747.0,IV квартал 2026,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","3 очередь, 5 этап, корпус 9",10 из 19,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
,26.0,20828676.0,801103.0,-10%,Voxhall,Павелецкая,"ул. Летниковская, вл. 4, вл. 6",Корпус 1,16 из 25,,,,,"Voxhall — новый жилой комплекс бизнес-класса, расположенный рядом с метро «Павелецкая».
Здесь историческая Москва встречается с современностью. Галереи, театры и старинные церкви Замоскворечья соседствуют с новейшими бизнес-кварталами, а до знаковых культурных и деловых центров столицы легко добраться благодаря расположенному в 5-ти минутах Садовому кольцу.
Изысканная классика кирпичных фасадов жилого комплекса Voxhall, планировки от студий до пентхаусов, завораживающие виды на набережную Москвы-реки и исторический центр столицы из квартир с собственными приватными террасами (и даже 2-мя!) удовлетворят вкусы самых взыскательных жителей комплекса.",etalon
2.0,1.0,8783981.0,199184.0,Сдан,Десятка,Котельники,"Московская область, г. Раменское, микрорайон №10",Корпус 7,16 из 16,,,,,"Жилой комплекс в тихом районе подмосковного Раменского был создан для людей, ценящих комфорт и спокойствие.
Поклонники собственных домов оценят зоны таунхаусов с земельными участками, а для любителей квартир здесь предусмотрены уютные многоквартирные дома.
Жилой комплекс Десятка - концепция компактного экологического города. Город без заполонивших его парковок и гаражей. Настоящий город для людей должен быть живым, безопасным, привлекательным, устойчиво развивающимся. Жилой комплекс Десятка возвращает настоящий дружелюбный город его жителям и делает его максимально доступным.",etalon
